Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
64956,83688,,,,,,
81313,100021,46715,89902,,,,
55538,82768,,,,,,
94971,97219,150560,158857,,,,
16200,27378,68071,106513,,,,
30,4789,151,19112,,,,
8574,11589,123,7771,895,18992,,
39111,53180,,,,,,
33525,41983,102490,134118,,,,
50483,78482,,,,,,
33415,49927,1200,28901,54757,62001,,
25907,52579,48501,95257,,,,
39991,42099,43255,66074,,,,
31207,69497,92000,106801,,,,
46000,51766,0,48666,0,15341,,
20,14195,69137,73165,,,,
79088,113128,39168,89038,,,,
71898,121138,,,,,,
28257,59372,,,,,,
115500,117266,,,,,,
71919,72970,,,,,,
16107,59436,66047,104181,,,,
108338,147538,,,,,,
17293,43131,,,,,,
69791,116532,,,,,,
67892,84618,30190,76944,,,,
50655,83108,,,,,,
44490,70344,40130,76156,,,,
82665,116403,,,,,,
9603,37166,63588,82686,130538,143541,,
69861,93209,,,,,,
3293,7922,,,,,,
45928,61695,76476,82141,,,,
13079,57895,,,,,,
2980,18259,26106,56548,,,,
28000,43046,,,,,,
86621,119035,35099,60272,,,,
157140,157402,,,,,,
86480,101369,26041,72450,,,,
84807,111776,,,,,,
156632,199245,,,,,,
142574,186728,,,,,,
54700,57181,,,,,,
285475,327019,,,,,,
16585,21592,,,,,,
80514,108399,70415,87175,,,,
1494,6032,,,,,,
88170,106899,30474,47942,,,,
32891,79966,5582,18165,,,,
158945,179429,32728,56552,,,,
96306,114595,150100,172375,,,,
395272,420199,,,,,,
51905,61805,13228,31967,,,,
139273,170606,,,,,,
153534,179789,,,27032,70707,,
8870,38262,9879,44051,,,,
56923,68363,,,,,,
71274,84088,,,,,,
84923,97067,43808,48099,,,,
56458,63607,36157,53429,,,,
140375,156461,,,,,,
2,6313,,,,,,
35647,79005,,,,,,
41201,70083,,,,,,
88894,136641,83349,88464,,,,
173266,196757,,,115000,147166,,
51010,76109,129198,169718,,,,
883,17229,,,,,,
116107,157514,,,,,,
20478,46093,,,,,,
176465,195069,,,,,,
59000,82459,,,,,,
47264,66164,,,,,,
54607,54784,,,,,,
8410,26035,39,43317,,,,
120919,126378,,,,,,
10,37852,0,30959,,,,
141798,152810,13264,37199,,,,
870,38602,,,,,,
20,38959,160000,196899,,,,
3313,46667,,,,,,
87525,133129,,,,,,
100000,131092,,,,,,
75783,81518,,,,,,
82032,115427,30858,43368,,,,
50443,68184,,,,,,
87405,131306,3118,3429,,,,
162401,203629,34977,50116,,,,
44287,76575,,,,,,
24000,29111,156000,195438,,,,
88979,134818,157200,181941,,,,
179686,216108,,,89482,136706,,
72718,114636,159834,197713,,,,
364,31817,46311,85115,,,,
118837,144585,,,,,,
35640,61794,2312,2990,90323,129260,,
71522,85737,,,,,,
90868,134231,,,,,,
123978,151685,,,,,,
137045,173125,,,,,,
37897,69893,21719,52750,,,,
9543,49780,,,,,,
20065,52726,,,,,,
95888,127525,67849,113553,,,,
76592,84553,,,,,,
82523,126017,12000,27324,,,,
62025,96677,54282,84274,,,,
20965,26353,93588,106014,,,,
65000,98441,,,,,,
37685,38373,,,,,,
33148,40603,15703,21290,,,,
976,22869,,,177810,220514,,
43438,46502,,,,,,
16342,37653,,,,,,
6623,45107,,,,,,
10,2093,15700,17401,75000,80160,,
67267,102442,,,,,,
54220,82704,,,,,,
144321,145920,55700,99545,,,,
115412,157880,,,32759,38786,,
108421,137033,,,,,,
21673,65469,28800,48315,,,,
107054,149562,,,,,,
109790,156759,,,,,,
35063,41924,,,,,,
114217,151987,,,,,,
36708,68800,,,,,,
44888,77798,,,,,,
128422,143396,2150,24368,,,,
43694,57504,7115,39028,,,,
71721,72491,,,,,,
51593,92065,16224,41053,,,,
70201,87422,25998,46281,,,,
20474,24608,,,,,,
48453,74287,130526,148817,99438,141139,,
60320,99593,,,,,,
12633,46116,71384,83470,13946,16576,18711,32771
48175,62597,90176,95873,195000,227253,,
70900,77583,,,,,,
10,20738,90000,129079,,,,
76105,100911,95186,123197,,,,
122447,149082,,,,,,
51916,56688,,,,,,
75532,121840,,,,,,
11963,13011,70006,90427,,,,
6381,21056,,,,,,
130995,159323,51404,87495,,,,
89984,118222,,,,,,
2109,26278,,,,,,
20773,27335,14000,26815,,,,
115328,130811,90196,133243,,,,
17910,56302,33361,68586,,,,
70704,73738,195873,201339,,,,
35315,67890,,,,,,
61544,92827,147479,177991,,,,
33053,74406,50412,51292,,,,
20851,67627,,,,,,
70731,96804,,,,,,
75674,78504,40,34361,,,,
64281,98472,130442,164722,,,,
138958,167718,59220,80292,,,,
43948,75432,,,,,,
25152,58430,,,,,,
75541,101108,,,,,,
14500,24862,,,,,,
26,36220,,,,,,
137382,177202,19827,45051,,,,
23466,45139,,,,,,
727,48839,,,,,,
101494,133354,,,,,,
237777,250353,77387,119703,,,,
512,23407,,,,,,
11005,30341,,,,,,
6000,34615,,,,,,
100000,123744,,,,,,
89242,108714,,,,,,
113000,130303,72118,111808,,,,
121916,154809,61734,83668,,,,
20496,60090,60861,62403,,,,
45123,80792,,,,,,
124100,157918,104370,117353,122029,153393,,
40400,90147,,,,,,
59900,89439,,,,,,
32674,81040,77547,120542,,,,
30000,38418,,,,,,
52713,95371,22900,44217,,,,
62745,90654,43283,70625,,,,
19520,23410,,,,,,
73334,95746,,,,,,
310,24052,4880,30736,,,,
55600,92680,21000,52197,,,,
105997,110265,,,,,,
93571,131617,147356,163097,,,,
160736,161476,111615,151550,,,,
101830,102057,,,171189,173755,,
10,15477,,,,,,
250881,261468,177347,218710,,,,
38137,39481,416,18882,,,,
45953,65866,15,15092,,,,
731,33717,120973,160478,,,,
80946,118144,,,,,,
16795,47187,,,,,,
140584,166264,139540,155351,,,,
100309,117458,,,,,,
63710,86949,,,,,,
63434,73154,,,,,,
50235,65475,26462,38481,,,27854,50574
111492,121071,,,,,,
124277,142937,,,,,,
27631,35454,,,,,,
61744,70339,,,,,,
112716,147828,,,195736,242378,,
327,6568,17732,29096,,,,
126600,151232,,,,,,
115131,118672,22517,45998,,,,
110861,114950,78059,81741,,,,
44074,75573,21014,65537,,,,
116893,145632,69735,99382,,,,
69778,85482,,,,,,
86000,88688,145000,191752,,,,
41000,68347,,,,,,
459,2914,4768,31522,,,,
26568,72139,,,,,,
75795,105242,,,,,,
40795,41334,,,,,,
111283,117165,,,,,,
38658,79235,,,,,,
81411,122513,129524,153616,,,,
73989,83275,,,,,,
11496,41890,826,3095,,,,
9000,28183,,,,,,
354,46086,,,,,,
364774,394639,112123,114528,48472,62959,,
75189,88407,,,,,,
77739,94455,,,,,,
28000,58878,,,,,,
86000,135051,600,47006,400,21087,,
71191,91550,,,,,,
173697,184217,78909,108848,,,,
134153,136954,,,59968,107988,,
131428,135747,,,,,,
20907,45085,,,,,,
11974,38524,38570,80076,,,153273,189661
100451,145750,,,,,,
29796,74175,,,,,,
87508,125199,590,22500,,,,
111897,145085,,,,,,
56268,71237,90086,93794,,,,
28297,36829,,,132061,136152,,
135982,145243,7000,34581,,,,
119210,145289,,,,,,
57352,59768,,,,,,
70392,80100,,,,,2154,8067
117000,156588,,,,,,
16000,46409,20,19234,20,32914,,
36223,67837,117349,131024,,,91323,133504
19343,60909,4300,42542,,,,
194,27724,,,,,,
9,9176,,,,,,
22550,66161,,,,,,
78776,102811,89679,101904,,,,
114045,162740,,,94780,118209,,
22626,70830,75447,95518,3699,16593,,
13296,18689,,,,,,
20582,60213,,,,,,
48836,72259,81732,103068,,,,
74200,87628,99,34800,152000,171316,,
220658,254728,,,,,,
54429,69619,1422,36133,,,,
41192,53551,,,,,,
55600,104199,166064,181576,,,,
44526,67195,,,,,,
45200,76521,,,,,,
4,10825,15,14636,,,,
71460,95773,,,,,,
56000,92755,18389,33693,,,,
51380,65342,51168,93953,,,,
21708,40089,22459,23236,,,,
35867,57344,118922,152100,,,,
20837,37473,,,,,,
37555,47247,,,,,,
18362,36736,,,168030,200893,,
20500,53835,144000,169467,78000,113921,,
101128,118853,12247,16400,,,,
169491,184225,,,,,,
89122,137132,,,,,,
18085,51331,,,,,,
67320,102556,,,,,,
300000,314169,,,6000,54674,,
34230,57461,78756,89393,1200,42733,,
53339,93927,57448,103386,,,,
1044,24974,,,,,,
110339,116664,,,,,,
160000,198288,,,,,,
17463,53662,,,,,,
9803,31046,,,,,,
74543,82999,39981,78056,,,,
58572,74279,,,,,,
134134,152809,118355,155886,,,,
87000,120181,3000,43759,,,,
73731,101592,,,,,,
184988,205869,,,,,,
120,12789,,,,,,
82507,103172,146440,191456,,,,
325,4061,,,,,,
106798,139435,,,,,,
78626,111996,9916,42298,,,,
141203,183237,,,,,,
70780,88994,197528,219337,,,,
176786,186475,203240,219223,,,,
52792,57609,,,,,,
591,11927,18175,53736,,,,
114997,115224,,,,,,
40280,64236,,,,,,
97957,115758,,,,,,
31300,57880,107540,113013,,,,
55799,102343,350645,355514,,,,
124425,154904,,,,,,
377,42551,,,,,,
19819,37367,,,,,,
58396,96516,,,,,,
8642,25063,66247,79481,,,,
1732,43033,,,,,,
85664,132443,58548,77895,,,,
78661,100583,,,,,,
30520,78800,,,,,,
58139,94719,4504,10236,,,,
67983,87807,,,,,,
80917,122690,,,,,,
32785,76400,130634,134326,,,,
174254,194205,58312,65914,7310,19407,,
16335,48522,26126,29624,,,,
21989,60778,112203,152649,,,,
82513,131727,,,,,,
16731,36832,,,,,,
21423,28647,14429,31587,,,,
126562,164202,,,,,,
54056,69335,,,,,,
120025,126217,,,,,,
77143,113018,,,,,,
34905,71017,,,,,,
57000,95939,123663,173021,16000,22433,90000,103620
84500,114919,,,27627,60293,,
144187,193781,35954,76386,,,,
462,20647,47673,93313,33002,59890,,
60961,89761,61297,88008,,,,
20800,47336,8689,32611,83796,129894,,
17007,28611,,,,,,
6880,54017,,,,,,
85887,124043,54124,80118,,,,
254185,269348,15300,51820,,,,
1491,48120,137378,171349,,,,
75362,119208,125915,149962,,,,
31755,37816,,,,,,
33758,41565,,,,,,
44000,61525,,,,,,
58901,59470,,,,,,
37514,84642,,,,,,
130000,162325,0,9831,,,,
110735,145952,,,,,,
26581,74312,20727,49461,,,,
12343,21454,,,,,,
37500,40163,82000,87763,,,,
60644,89670,,,,,,
176866,196595,,,,,,
32015,40519,65612,88489,,,,
105726,135195,,,,,,
43483,62224,168768,217160,,,,
85514,90161,107223,146778,,,,
2700,39727,86000,98169,,,,
16238,23981,,,,,,
0,32292,,,,,,
100640,148867,,,,,,
100000,114447,190000,239183,,,,
75438,117873,98313,123467,,,,
130814,168308,,,,,,
35431,52409,,,,,,
102860,124410,64276,113622,,,,
170940,179858,,,,,,
47000,52839,153000,185993,,,,
97550,147516,,,,,,
21000,41343,,,,,,
60,41790,75000,76620,,,,
1400,44344,,,,,,
12795,51174,10684,25396,,,,
18600,34362,,,,,,
31263,77089,,,,,,
17042,20093,,,,,,
78914,101286,,,,,,
17432,37486,128273,132781,,,,
67114,106949,132568,133865,,,,
146990,192223,31028,36575,,,,
29843,36409,72562,109184,89801,93149,,
88205,109711,,,,,,
76136,121953,,,,,,
35381,74580,,,,,,
49392,64989,112261,130442,,,,
20223,36201,,,,,,
38787,84563,79848,109497,,,,
122000,123044,,,,,,
41223,43461,23106,66949,,,,
58000,67546,34164,47075,,,,
11076,18157,,,,,,
26636,34031,17968,23563,,,,
115965,123740,,,,,,
63456,100796,54478,59654,,,,
4153,4790,69487,72572,,,,
9250,9996,140930,168778,85764,106008,,
20415,64053,36488,53877,,,,
18974,65714,67184,112152,,,,
49500,84342,,,,,,
69028,86532,145278,194413,,,,
62731,93686,82832,118427,,,,
103321,125500,,,,,,
37975,51564,,,,,,
145456,171498,,,,,,
67693,76856,,,,,,
35670,83823,,,,,,
108712,114774,,,,,,
60172,95763,,,,,,
29262,49978,,,,,,
90543,108597,,,65876,109442,,
91046,102745,,,,,,
85798,90524,,,,,,
57131,67275,29550,78426,,,,
17090,57769,,,,,,
4062,37158,349,18951,,,,
93048,113432,113542,121812,,,,
117408,146346,70000,81592,126875,168656,,
4469,24504,,,,,110211,152958
97180,129400,,,,,,
81000,109547,,,,,,
205732,230621,203266,246775,12079,60992,,
200151,245050,,,,,,
55045,82752,,,70747,110546,,
22400,30648,,,,,,
162699,174782,135577,184915,,,,
23847,39093,37350,80059,,,,
285860,323318,3729,8998,,,,
49113,79280,108818,157932,,,,
23009,69943,,,,,,
8577,37866,63724,101211,,,,
38000,77793,300,2976,,,,
46040,53966,,,,,,
76076,82586,,,,,,
29434,56528,4700,53021,,,,
84676,96346,54362,65653,,,,
45515,54573,,,,,,
162877,201756,245970,293704,100134,111209,,
50000,64209,,,,,,
78495,94066,,,,,82771,93076
882,8054,,,,,,
81000,117573,,,,,,
75925,122983,,,,,,
97088,143649,183210,206664,,,,
76557,84916,28565,40160,,,,
33121,57816,,,,,,
59980,68691,88300,130620,,,,
31855,62168,139824,141981,,,,
120948,139030,,,,,,
104252,116620,34173,74419,,,,
26549,59187,87928,133907,,,,
145603,154586,,,,,,
22169,33660,,,,,,
32297,73021,25294,53209,,,,
43306,75589,74274,107429,,,,
131134,178878,,,,,,
43734,44624,12479,53831,,,,
5571,9049,,,,,,
70224,90268,79481,84968,,,,
135930,158525,,,,,,
156101,182316,22614,32425,,,,
59000,85427,,,,,,
66899,80220,,,,,,
124851,136511,154769,171878,,,,
21518,56730,684,42940,,,,
64610,111907,,,,,,
93561,139316,,,,,,
24813,60297,38203,63896,,,,
79252,96322,194421,241759,,,,
210000,239232,,,,,,
190100,202756,,,,,,
76880,97694,,,,,,
10,25425,,,,,67880,105018
78920,103643,,,,,,
173010,217931,,,,,,
51243,96117,50293,52143,,,,
3391,9702,30627,70825,,,,
167000,195343,267000,316817,,,,
54719,65188,,,,,,
31692,39422,,,,,,
91000,111132,,,,,,
387,45521,,,,,,
748,25597,48355,89876,,,,
9508,43540,,,150046,189527,,
38000,38622,,,,,,
99209,147835,,,,,,
3709,30249,,,,,,
18234,33949,,,,,,
28794,44842,,,,,,
54992,103845,82147,98039,,,,
17897,33717,,,,,,
19740,65849,,,,,,
45935,56653,,,,,,
80000,100967,79000,92449,,,,
45634,93291,,,,,,
10813,42169,,,,,,
8384,57494,817,3901,,,,
85092,103235,,,,,,
122834,155423,118381,156358,,,,
7427,44852,,,,,,
81000,118902,,,,,,
50000,92428,14,22043,,,,
160000,190199,,,,,,
44875,59121,86399,122949,,,,
65006,75251,18564,21496,,,,
31000,36738,,,9,37018,123,25006
40500,83156,63603,82365,,,,
29577,52129,,,,,,
62807,63058,70440,89560,,,,
394482,397133,,,,,,
139856,162964,,,,,,
400,23206,73050,86706,,,,
68323,116223,98682,123776,,,,
85264,114591,26004,50870,,,,
134697,164701,,,,,,
7092,53829,37516,49651,,,,
63830,93419,,,,,,
22654,63947,,,,,,
39552,79295,,,,,,
62194,74061,,,,,,
10467,51025,133254,156119,,,,
42396,49261,76516,107134,,,,
0,30065,,,,,,
39000,47946,,,,,,
14200,31443,19830,29424,,,,
59631,83723,,,,,,
94000,122371,,,,,,
132625,141895,,,,,,
18000,45956,3350,31696,,,,
7,22945,,,,,,
65186,101543,,,,,,
114119,143905,49705,91210,,,,
43739,76548,38695,85553,,,,
150213,191670,,,,,,
24378,60372,,,,,,
121045,145624,,,,,,
45096,60490,,,,,,
19290,52337,,,,,,
8000,56085,0,7374,,,,
28184,38289,81563,88907,,,,
25000,65846,15000,38316,22000,56926,,
67616,106742,,,,,,
89012,107504,,,,,,
69935,83781,,,,,,
154405,167432,13925,58657,,,,
21600,44246,,,,,,
35085,59771,,,,,,
181362,227427,,,,,,
82500,90096,100000,133853,,,,
45282,51899,,,,,,
77900,87347,,,,,,
93,5467,160278,201515,,,,
15600,30579,66000,109964,,,,
66338,109469,,,,,,
39585,80851,,,,,,
52650,85882,597,19665,254,6500,,
113594,142131,46219,90792,139563,140538,,
50852,83222,,,,,,
126020,127712,,,,,,
32419,77116,13394,14918,,,,
66526,83504,,,,,,
128316,165939,32920,65070,,,,
180000,220774,,,,,332,12952
59026,100947,117836,136942,,,,
7800,29549,27000,30632,,,,
63791,105798,,,,,,
19573,28132,,,,,,
23910,59368,,,,,,
71057,112573,,,,,,
31844,63241,,,,,,
7323,29999,8783,56685,,,,
55702,69603,13900,16885,19166,63038,,
61495,90381,,,,,,
130388,132446,38262,50880,57599,79125,,
134436,137049,,,,,,
128405,137116,76401,111180,,,,
44151,51312,,,37124,78688,,
160337,181118,,,,,,
33741,61099,23583,50787,,,,
33000,42641,,,,,,
106071,139791,11949,35732,,,,
104790,117174,,,76600,83812,,
139320,151345,,,,,,
17026,45338,114300,158291,,,,
54973,67316,,,,,,
139592,147779,,,,,,
848,12897,38856,42007,,,,
163082,206109,,,,,,
78028,121422,44284,44882,,,,
80500,80692,,,,,,
149509,198865,,,,,,
1,36557,,,,,,
43160,80689,131271,133363,,,,
100364,139188,,,,,,
9463,24104,80354,117328,,,,
28449,29668,,,,,,
74988,105924,,,,,,
17943,58184,78740,111395,,,,
3494,6183,13763,48626,,,64997,92613
29000,41565,160000,165671,,,,
55850,89956,110074,140457,,,,
20891,29968,3000,6551,,,,
64631,65398,,,,,,
9976,26976,,,,,,
80000,118305,30000,70055,,,,
24000,26601,,,17517,21729,,
27322,54907,,,,,,
130610,148032,146102,169584,,,,
47359,68208,40082,83866,,,,
27646,61990,89174,97281,,,,
128987,133958,2632,24493,,,,
80000,83817,,,,,,
49689,70475,,,88253,131460,,
64034,112741,,,,,,
14000,28562,,,47,3733,,
1100,21878,,,,,,
67473,93694,230747,247809,,,,
86065,117254,,,,,,
65421,103721,,,,,,
85403,126282,,,36160,72977,,
81343,112374,,,63365,82722,,
76244,123112,,,,,,
22482,67597,,,,,,
137741,175165,,,,,,
62000,79083,,,16,16877,,
45128,48442,23787,43997,,,,
54500,70525,,,,,,
98950,125406,,,,,,
96000,106206,75000,121373,,,,
53587,91382,4566,22048,,,,
91022,101091,78222,100440,,,,
29419,71168,,,,,,
91902,139898,,,,,,
47720,91906,,,,,,
65212,80979,36688,61555,94505,111825,,
70592,72298,,,,,,
53203,89187,37913,61317,,,,
66809,109810,,,,,,
59206,103206,,,,,,
51987,78075,,,,,,
67445,107921,121683,141389,,,,
9455,9663,,,,,,
232345,278605,,,,,,
6227,37988,27410,68663,,,,
57000,97152,,,,,,
39119,83124,42100,79798,,,,
60037,104036,,,,,,
64541,102834,78682,92133,,,,
34025,69595,,,,,,
304000,336909,,,,,,
16425,21876,54703,99384,,,,
33940,55593,,,,,,
52694,87726,37101,59251,,,,
40631,68399,97805,134782,,,,
54461,70122,94800,116454,,,,
85460,115850,92928,138592,,,,
54000,59267,,,,,,
10282,38591,,,,,,
17000,62184,,,,,,
72207,89752,34585,54632,,,,
80210,98304,,,,,,
73021,111670,,,,,,
157892,189184,29450,40019,21601,53228,,
402847,451104,,,,,,
19788,35091,,,,,,
107765,127987,188444,229842,269851,273185,,
111024,129252,,,,,,
62981,93314,,,,,112138,116751
65505,83376,,,,,,
77042,93042,,,,,,
50170,84586,,,,,,
38143,85183,,,,,,
78400,121898,,,,,,
32093,54960,,,,,,
58257,99078,,,16000,18726,,
59221,107789,,,,,,
30006,60363,,,,,,
182133,185831,,,,,,
67000,102701,,,,,,
90328,119997,,,,,,
40702,63148,4,48776,,,,
106000,116269,100000,119334,28434,52798,,
9764,30894,171255,177521,,,,
75001,98459,,,,,,
59682,77000,18813,56421,57947,71229,,
24604,67187,,,,,,
25939,75738,,,,,,
109,37138,36475,52894,31536,69585,,
181395,226022,,,,,,
37571,76570,46947,93371,,,,
105420,108740,,,,,,
29542,76327,,,,,,
55400,77503,116012,164028,,,,
287,26235,777,24781,,,,
137086,186417,40378,71787,,,,
110827,157140,,,,,,
23252,60599,36660,59366,,,,
206072,220444,,,,,,
14917,55119,,,,,,
36184,58898,,,,,,
64414,105672,,,,,,
69507,116736,,,,,,
87656,105497,,,,,,
182876,212219,,,,,,
30758,70659,,,,,,
95208,117243,,,,,,
94599,111620,,,,,,
78871,94999,,,,,,
71823,98349,,,92767,106280,,
66689,81257,52167,90568,,,,
66000,83750,90000,126442,,,,
164000,202798,,,,,,
53449,81009,102813,133648,,,,
10884,49134,,,513,28750,,
80318,108210,,,,,,
60955,97245,,,,,,
159526,180245,,,,,,
48702,59965,,,,,,
49509,74760,112549,132069,,,,
3000,7610,,,,,,
31664,69808,19252,37671,,,,
29403,61403,,,18676,24042,,
77570,125426,80437,125537,,,,
6884,37894,,,,,,
69629,115740,44497,62898,,,,
2420,11677,,,,,,
100207,113213,,,,,,
110890,126364,64275,105218,,,,
40227,41229,,,,,,
49917,99368,,,,,,
78025,104850,500,36469,14265,54159,,
246276,292769,,,,,,
66440,88867,113876,135596,,,,
72771,104471,,,,,,
43702,78644,39998,52860,,,,
7700,56624,,,,,,
66140,93727,47637,60846,,,,
26297,40629,20000,53956,,,,
70452,116996,165,41268,,,,
18720,64215,,,,,,
128903,156638,,,,,,
33250,46542,,,,,,
23011,25099,,,,,,
135889,176522,134320,168225,,,,
70000,104332,,,,,,
95105,137179,,,5149,54581,,
6616,29877,,,,,,
190423,197601,,,,,,
54695,85472,,,,,,
78011,84018,44864,85231,,,,
61088,97892,198433,211897,132751,159156,,
51557,101503,,,,,,
80210,110904,29436,49238,,,,
15501,35695,,,,,,
37286,69230,,,,,,
13259,58016,,,,,,
131327,170626,65571,79418,,,,
153000,162909,,,,,,
156701,177160,,,,,,
71380,85077,20400,62353,,,,
188000,237901,,,,,,
95988,121430,,,52534,64110,,
122267,136362,,,,,,
99049,114878,,,,,,
25,29716,,,,,,
10280,27087,110498,141289,,,,
156421,179570,,,,,,
90258,127894,,,,,,
5964,44785,143537,150268,134719,154940,,
154400,188053,,,,,,
5584,22161,676,45424,,,,
47000,68780,,,,,,
48791,63027,,,,,,
266089,273648,,,,,,
80000,112684,,,,,,
48953,88085,,,71855,76479,,
46792,93297,70671,106374,,,,
3527,46801,56856,60913,,,,
88000,114302,,,,,,
26900,42337,28834,57227,,,,
114000,131008,49700,93884,,,,
32087,73125,239,30819,,,,
1250,7238,,,,,,
51993,88060,,,,,,
103210,104411,,,,,,
0,21657,2900,39812,,,,
62240,102617,47554,71585,,,,
56984,97508,10143,58527,,,,
65000,99381,,,,,,
16471,27776,,,,,,
56009,77337,,,,,,
75302,85408,,,,,,
131957,159609,,,,,,
104004,143231,104562,146726,,,,
93844,128459,,,,,,
178000,191640,,,,,,
116342,131229,,,,,,
72000,78967,29160,57621,,,,
79301,120218,139814,141843,,,,
22408,27976,,,,,,
86765,135219,146861,169075,,,,
101151,141739,,,,,,
21443,24747,,,,,,
69996,79171,,,,,,
30196,36522,,,,,,
72988,95344,24988,61294,,,,
118784,139872,,,,,,
117115,134759,,,,,,
2336,8724,3019,45161,,,,
56817,82064,73267,114676,,,,
33640,39695,95000,128660,,,,
5549,29910,,,,,,
56205,102437,81506,95187,,,,
61451,103861,61311,87073,,,,
150806,159408,115000,133900,,,,
3437,32916,,,,,,
73195,84049,,,,,,
28000,64285,13000,30065,,,,
74627,118374,28037,57173,,,,
130000,149453,,,,,,
207207,226749,,,,,,
148312,194604,,,,,,
100,47880,76793,111254,,,,
76954,88858,,,,,,
53387,81331,,,,,,
8126,52137,,,,,,
172726,218969,,,,,,
185809,225917,,,,,,
16403,54840,,,,,,
16711,48907,,,,,,
89250,133094,66833,100064,,,,
1077,29680,,,,,,
162209,199965,,,,,,
98605,116946,,,,,,
36148,38287,,,,,,
110063,158581,41447,83732,,,,
18000,18509,,,153153,197150,,
19073,21202,,,,,,
132027,148097,58123,90142,,,,
23767,43548,,,,,,
82877,130959,,,,,,
12000,19929,71500,118496,,,,
5212,6672,,,,,,
81000,124268,,,99884,120674,,
114972,155600,,,,,,
76442,108350,88,10571,,,,
62284,106490,,,,,,
45000,75977,,,,,,
67765,76740,,,,,,
35896,51652,,,,,,
172409,203081,,,,,,
160003,207020,,,,,,
39650,58998,,,42000,76716,,
9451,50338,71955,88944,,,,
84549,124464,,,,,,
83172,109305,,,,,,
141000,168499,,,,,,
50963,86500,,,,,,
10726,20252,69973,98107,,,3492,40428
139296,142353,104061,107785,,,,
19800,47922,51709,68324,,,,
48791,63380,,,,,,
180357,205629,347755,391202,,,,
109585,156331,34317,46870,87036,117446,,
3000,24526,,,,,,
196000,237203,,,,,,
91761,120867,,,,,,
37386,37999,,,,,,
93192,107741,,,,,,
41000,60251,,,,,,
189106,237362,,,,,,
107387,126812,,,,,,
69645,116915,,,,,,
2800,25826,,,,,,
10,9985,,,,,,
556,17981,,,,,,
85410,119290,68957,72700,,,,
189077,218596,66768,95716,76189,108223,,
50773,97746,125609,163994,,,,
137000,146318,,,,,,
2426,8643,,,,,,
36461,67721,49879,90434,,,,
31921,80604,20563,35763,,,,
64025,86815,,,,,,
173505,189558,223533,240805,,,,
154692,202336,14601,29952,,,,
53091,80495,11608,47720,,,,
15335,38082,24288,34548,,,,
114011,163723,50316,68508,,,,
105749,154299,38584,57576,,,,
114238,153580,,,,,,
81624,97356,,,,,,
67543,75265,,,,,,
22130,30877,,,,,,
7038,16323,59847,103914,4442,39766,,
85924,113685,,,,,,
26982,38799,,,,,,
128040,158511,204448,239256,147034,173380,,
37042,60011,9378,54701,,,,
104921,115996,,,,,,
56735,98438,,,,,,
172743,187427,22877,57569,,,,
132965,136986,,,,,,
101652,106961,,,,,,
8715,56010,,,,,,
160495,162547,111533,122999,,,,
156771,196022,,,407,7699,,
25758,54476,20791,65308,,,,
49749,52545,,,,,,
7742,30934,,,,,,
123994,165383,154125,198482,,,,
13680,41459,,,,,,
49490,69561,,,,,,
81823,106772,123554,138943,9498,16007,,
74298,92903,,,108720,144106,,
130241,164459,34369,60276,,,,
3695,17609,20488,53859,,,,
77000,115152,,,,,,
8120,43669,7342,8154,,,,
108221,143719,45298,70166,,,,
73242,112791,,,,,,
93050,101591,88676,120581,,,,
512,5380,801,42586,,,,
69988,95170,77720,78706,,,,
232212,242315,,,,,,
123726,151318,,,,,,
173609,222898,,,,,,
140572,181173,,,,,,
85751,111414,,,,,,
70000,102257,35000,44762,,,,
44031,91311,127546,132064,95715,142809,,
81545,96146,87558,105463,,,,
7685,24258,,,,,,
53001,76371,28901,72005,,,,
64000,112855,,,,,,
40000,53866,,,,,,
54644,70962,2627,52011,,,,
59361,69402,,,,,,
284830,298485,,,,,,
41370,73589,,,,,,
41360,71042,131097,163895,58002,66083,,
102554,145932,254,49281,49338,77500,,
67103,80968,21389,47050,,,,
113473,137105,,,,,,
31298,38324,,,,,,
149460,188535,,,,,,
58705,79300,,,16013,43980,,
110084,156200,,,,,,
7399,38430,18413,22039,34544,59023,,
19679,26902,119579,133602,,,,
89047,111222,108076,125972,,,,
7879,24227,,,,,,
65708,81040,161058,173825,,,,
9000,50082,86755,121810,,,,
49196,75096,,,,,,
41941,67067,,,,,,
86741,92966,,,,,,
107630,147513,3188,14232,,,,
42020,90192,,,,,59281,94751
33500,67020,,,,,,
40423,45502,,,,,,
45990,87159,,,,,,
103287,138302,,,,,73139,73513
83828,94587,,,,,,
141681,178706,,,,,,
39716,47002,,,,,,
41631,57321,,,,,,
3607,43190,12275,61664,,,,
54832,95435,,,,,,
67113,76283,,,,,,
32584,72033,,,,,,
53521,94100,,,,,,
60197,81121,149125,188406,,,,
46328,85725,14500,36352,,,,
59069,98467,,,7460,52831,,
126757,136639,73587,117012,,,,
109954,137468,,,,,,
39699,82653,148315,157347,225462,271994,,
31955,43692,,,,,55907,90572
142288,166300,51968,61368,,,,
150111,169314,10842,39451,,,,
14039,46608,70249,110510,91307,141220,,
63413,76938,,,,,,
42000,88506,28000,49011,,,,
