wk2_control,wk2_control,wk2_control,wk2_control,wk2_control,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk2_CLas,wk10_control,wk10_control,wk10_control,wk10_control,wk10_control,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk10_CLas,wk14_control,wk14_control,wk14_control,wk14_control,wk14_control,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas,wk14_CLas
0,1.2528,2.83,1.5772,1.2528,0,0,2.5056,1.2528,2.5056,5.6487,6.6218,7.9461,7.6218,7.6218,1.9731,8.2435,3.6487,0,6.2435,5.3356,5.0113,2.83,4.6869,2.83,4.0828,2.5056,4.0828,3.7585,1.5772
1.3823,1.3021,3.2553,6.02,2.6844,2.6844,0.65106,6.02,2.6844,6.02,7.4625,3,2.4625,5,1,0,4.7313,0,0,3.4625,3.9064,2.6043,6.2085,9.3555,2.6043,3.9064,5.3689,4.6376,3.3355,1.9532
1,1,1.6689,2,1,2.6689,1.6689,1.6689,1,1,3.3447,2.6758,0.66895,2.0068,0.66895,1.3379,1.3379,0,0,2.0068,2,2,2,1,1,1,2,2,2,1
1.5979,3.6631,4.7283,3.7283,2.6631,5.2609,2.6631,4.7283,4.1957,3.1305,0,2.1305,1.0652,1.0652,0,1.5326,1.0652,0.53262,0,1.5979,8.2609,6.8588,9.3914,8.3262,6.2609,7.3262,6.8588,6.3262,6.3262,9.4567
1.5511,3.6532,1.5511,3.1021,1.5511,1.5511,2.1021,2.1021,1.5511,1.5511,2.1021,0,3.2042,0.55106,5.2042,1.6532,0.55106,6.0594,3.1021,1.6532,3.6532,4.6532,5.2042,4.6532,3.1021,3.6532,0,3.1021,2.1021,2.5511
2.5341,5.8353,2.3012,3.3012,3.5341,3.0682,6.8353,3.3012,1.7671,2.5341,3.8353,1.5341,0,1.5341,0.76706,9.6706,3.8353,0,0,3.0682,6.8353,5.0682,5.0682,6.6023,5.3012,6.8353,7.3694,9.1365,4.3012,5.0682
2.1629,5.8664,2.7036,2.1629,4.2443,3.2443,4.2443,1.6221,3.2443,4.3257,2.1629,1.6221,1.6221,5.3257,0,12.111,0,0,0,2.7036,5.4071,7.0293,7.57,6.4886,5.4071,2.7036,5.4071,5.4071,3.2443,4.8664
4.6329,4.3439,15.308,8.753,8.6052,10.059,1.7046,16.768,8.2069,14.998,6.9659,2.5568,5.9659,8.5228,0,0.85228,7.6705,0,0,10.523,11.327,21.758,20.593,22.669,19.425,16.895,24.621,23.225,16.812,26.408
4.5022,4.0015,4.5017,5.002,5.0025,4.5017,1.5007,5.002,5.002,7.0025,0,1.0005,2.001,0,1.0005,2.5012,0,0.50025,1.0005,3.0015,11.505,13.505,9.004,12.005,8.5037,12.505,16.007,10.004,11.504,9.004
2.947,2.4233,2.518,2.3149,3.1318,3.1272,3.3011,2.5225,2.3195,2.3195,0.71763,1.2322,1.3314,1.5254,0.92071,10.203,0.61381,0.82602,1.3269,1.7467,4.3411,4.4358,4.6389,4.3137,5.1489,4.3366,3.6326,4.8237,3.8311,4.7336
10.699,6.8356,7.7807,7.7807,10.699,7.7807,7.7807,6.8356,9.7259,10.753,0,0.97259,3.8904,0.97259,6.8081,8.7533,0,8.7533,7.7807,2.9178,21.479,18.507,15.616,18.534,21.397,17.507,20.424,14.589,17.534,17.507
4.3449,3.1139,5.1107,8.466,3.8837,7.0996,3.1708,5.8028,3.9406,6.246,1.6132,1.205,0.40034,1.2089,0.80464,1.1701,2.4218,0.4043,0,3.2186,8.0874,11.044,10.47,5.7989,4.6107,9.7046,8.1161,12.159,9.4104,6.5867
2.6235,1.4991,3.6235,3.6235,3.2487,5.3731,0,5.4974,3.3731,5.1226,1.1244,0.74957,1.8739,1.4991,1.4991,1.4991,1.4991,0.37479,0,2.6235,7.3714,8.8705,5.9966,7.3714,7.247,9.1209,7.7461,8.1209,8.4957,8.1209
1.3734,1.9619,1.1772,1.3734,1.7657,1.5696,1.5696,1.1772,5.3353,3.9429,1.1772,2.3543,1.5696,0.98097,0.78478,4.1201,1.1772,0.78478,0.78478,2.7467,7.101,3.5315,3.1391,3.1391,3.7467,5.9239,8.4934,2.9429,6.9049,4.5125
3.6548,5.4353,13.452,11.518,8.0762,13.298,4.4683,17.906,9.1027,8.9962,7.9697,1.7805,3.6548,9.8098,0,7.6951,0.86045,0,0,4.4214,23.368,22.401,25.029,22.508,19.701,22.448,17.072,23.202,17.013,21.727
6.3232,8.6943,5.5328,9.6943,8.6943,9.4847,9.6943,7.9039,4.7424,6.3232,2.3712,1.5808,2.3712,3.952,0,0.79039,1.5808,0,0,2.3712,15.017,16.808,19.76,14.227,8.6943,18.179,12.646,15.808,14.437,16.017
2.9652,1.9715,2.9813,2.9973,1.9875,2.9813,3.4701,2.9813,1.9875,2.4764,0,2.5049,1,0,1,3,2,0,0,3,5.5057,4.9688,4.9688,4.4799,7.9563,3.991,3.5022,7.4612,3.991,4.0071
2.5042,2.1465,2.1465,1.431,1.431,2.1465,2.5042,0.35774,1.431,1.431,2.3577,1.0732,0.35774,2.431,0.35774,3.9352,1,0.71549,5.0084,7.0732,2.862,4.6507,3.5774,3.9352,1.7887,2.862,2.5042,3.5774,1.431,2.1465
4.9245,2.8191,0.82076,1.9983,4.7462,2.9974,2.8191,1.8199,3.4614,3.283,3.2118,1.9271,1.2847,3.2118,1.9271,4.4966,0,0,0,3.8542,7.7436,4.9957,4.175,3.3542,4.7102,7.1012,3.711,2.4263,4.3534,4.7102
1.3948,1.3948,5.1647,2.2268,2.2268,4.8909,1.1134,6.8574,3.0589,6.4461,1.6096,1.6096,2.0753,2.95,0,0.7776,2.3872,0,0,3.1648,9.6394,12.284,7.9116,10.724,9.1737,11.615,9.2281,9.5934,7.6729,5.1769
7.7937,4.9596,9.2108,9.2108,9.5022,9.2108,3.5426,9.9193,11.628,13.045,1.417,0.70852,1.417,1.417,0,1.417,1.417,0,0,2.1256,16.587,19.13,19.004,24.673,20.547,19.13,21.964,23.381,21.256,15.587
1.3147,1.1259,2.084,2.0197,1.6868,2.2574,1.4238,2.5302,1.6868,1.8406,1.1063,1.1259,1.2797,1.2895,0.77906,1.007,0.65454,0.25317,0,1.0713,3.056,3.6169,4.4603,4.168,3.4826,3.6267,3.2994,3.9092,2.7931,3.5624
2.2187,4.807,2.0931,3.4763,2.7139,2.9811,4.0446,4.0446,1.3307,3.4238,0.70987,2.0931,3.1932,0,2.1821,8.3357,0.70987,6.1377,1.3832,0.62083,4.5764,3.9031,3.3347,3.3347,2.5724,3.3872,2.0406,4.0446,3.1042,2.5724
4.4237,5.3085,3.539,3.539,2.6542,2.6542,9.7322,3.539,2.6542,3.539,0,8.8475,5.3085,0.88475,4.4237,15.041,0,9.7322,4.4237,0.88475,5.3085,4.4237,3.539,7.078,8.8475,6.1932,8.8475,6.1932,3.539,5.3085
4.49,2.2667,3.8858,4.8138,3.5185,5.181,0.64763,5.773,5.1376,8.6439,3.5619,0.97144,1.6191,5.181,2.2667,2.9143,3.2381,0,0,4.5334,13.233,14.204,12.909,9.0233,7.7715,11.657,9.6276,9.7144,9.3472,8.0085
2.6594,2.0069,1.8811,3.1607,3.0605,4.2398,1.4801,3.487,2.6339,4.0138,1.3799,1.5804,1.5804,3.3867,0.85306,1.5804,0.95332,0,0,2.5337,5.1676,7.6011,8.5544,5.8694,4.0138,6.121,3.5873,6.8738,2.6339,4.5406
3.4581,2.7665,6.4552,5.8404,5.9941,6.532,1.6906,8.7606,5.6867,7.1468,1.8443,1.6906,1.7675,4.4571,0.76847,1.1527,0.84532,0.23054,0,2.4591,9.068,13.141,14.601,14.985,9.068,9.9901,8.4532,13.371,7.4542,9.7596
0.74121,0.74121,1.4824,1.4824,1.4824,1.8467,0.37697,1.4824,1.8339,1.1055,1.1182,1.1309,1.4951,1.1182,2.2364,2.9649,0.75394,1.1182,1.1309,2.2236,2.2109,3.3291,2.5879,1.8594,1.8594,1.4951,2.2236,1.8594,1.8594,3.3164
1.6103,1.6103,1.6103,1.6103,1.6103,0.80515,0.80515,1.6103,1.6103,1.6103,2.4155,3.2206,3.2206,3.2206,1.6103,2.4155,0,1.6103,0.80515,1.6103,2.4155,5.6361,2.4155,4.0258,4.0258,4.2206,1.6103,4.0258,2.4155,1.6103
3.4096,7.0288,2.8904,1.0617,3.9288,4.2,3.4096,2.8904,4.9671,2.3713,2.0766,1.5575,2.0766,3.115,0.51916,2.5958,0.51916,0.51916,0,3.4872,4.7192,8.1054,3.433,4.4713,7.5479,4.7192,3.6809,7.6096,6.0288,3.9288
3.3787,4.7302,2.3651,2.703,4.7302,3.3787,4.3923,4.7302,4.7302,3.7166,1.3515,2.0272,1.3515,1.0136,0,2.3651,0.67574,0,0,3.7166,7.0953,6.4196,8.1089,7.0953,9.4604,6.0817,6.0817,8.7847,6.7574,5.7438
2.1055,1.8423,2.6319,1.5791,3.1583,2.3687,2.8951,1.8423,2.6319,2.1055,0,1.8423,1.6672,1.0968,0,2.2376,1.0528,0.52638,0,3.2463,3.1583,3.4214,3.4214,4.211,5.527,3.6846,6.0533,3.6846,4.4742,5.0006
32.082,9.2561,21.102,33.727,34.753,10.658,9.466,44.907,29.425,22.19,2.9847,0,7.7933,0.55177,5.2439,7.4708,22.764,0,0,33.456,7.3642,31.273,23.503,67.575,37.497,26.574,58.847,44.736,67.431,22.137
11.974,3.3262,5.9872,5.3219,6.6524,8.6481,3.3262,7.9829,8.6481,9.9786,1.9957,1.3305,1.9957,2.661,0.66524,2.661,0,0,0,3.9914,11.974,13.305,14.635,11.309,9.3134,11.974,14.635,15.301,6.6524,14.635
1.3539,4.0981,3.4212,1.9636,3.2502,2.8115,2.0308,3.4212,1.9636,2.8115,0,1.9636,3.3847,3.3847,0,1.3539,1.3539,0,0,4.0616,8.9404,5.623,5.2138,2.1345,3.4884,4.6041,5.281,6.6714,3.9944,6.7386
1.1227,0.93421,1.315,2.2696,1.057,2.1872,0.86326,3.465,2.2535,2.3997,1.4715,1.5617,1.4556,1.5185,1.1207,1.7344,1.3678,0.6232,0.66657,2.2506,3.882,4.166,4.1458,4.4776,4.1024,5.0288,2.3029,4.0005,2.8946,3.9829
2.1068,2.1446,1.9229,1.9607,3.5256,1.4894,1.8901,1.9607,2.762,2.6159,0.61118,2.0545,1.5797,1.3904,0.75725,3.1036,1.3252,0.94656,0.56793,1.9647,3.1956,3.3417,1.9607,3.9591,4.8688,2.3236,6.2121,3.0494,3.7046,3.7046
1.3624,1.8743,1.2535,1.3171,1.3962,1.3962,2.0238,1.4444,1.2351,1.2197,0.79602,1.1857,1.3221,1.1427,0.74157,1.8224,0.8298,1.0974,0.54675,1.2401,2.8251,2.9214,2.4731,2.8107,1.9796,2.5677,2.4404,2.6159,2.4095,2.2197
10.642,11.609,9.9968,9.6743,12.254,11.609,10.964,12.254,13.222,12.577,1.6124,2.9023,2.2573,7.1271,0.96743,2.5798,0,0.64495,0.32248,3.5798,22.251,25.153,25.153,23.541,22.251,21.606,20.639,23.863,16.446,22.251
4.4947,3.9953,2.4971,5.9929,5.9929,3.9953,5.9941,5.4935,3.9953,5.4935,1.9976,1.9976,0.99882,1.9976,1.9976,2.4971,0.99882,0.99882,0,2.4971,9.9882,13.484,8.49,11.986,7.9906,8.9894,8.9894,10.488,6.4923,6.9917
8.7558,14.228,6.0196,13.134,7.6613,5.4724,8.2086,22.437,8.7558,26.815,2.1889,1.0945,1.0945,1.0945,0,2.7362,0.54724,0,0,1.6417,49.799,43.779,34.476,32.834,16.417,33.381,19.701,27.909,14.775,13.681
1.7587,2.1039,2.4573,2.1039,2.1039,2.8106,0.6903,2.4573,3.164,3.1558,3.5092,2.4737,2.8271,3.1558,0.70678,4.2242,2.4573,0,0,5.9829,6.3198,6.6815,6.6732,5.9747,5.6131,6.6732,3.5092,5.9747,3.164,3.5092
3.1248,3.1248,0.62495,1.2499,3.1248,1.2499,3.1248,2.1873,3.4372,2.8123,1.5624,1.5624,0.62495,1.5624,0.93743,4.3747,0.62495,1.5624,1.2499,3.1248,4.0622,4.9996,4.6871,3.1248,6.2495,3.7497,4.9996,3.7497,3.4372,5.3121
13.363,10.961,11.735,11.693,14.26,15.158,27.21,19.879,14.22,8.476,3.4661,1.9618,1.0641,1.9618,0.93931,4.2806,0,0.93931,0,1.1473,22.571,28.522,36.749,21.191,21.882,30.758,22.572,29.944,20.087,22.53
5.3302,4.212,6.014,5.598,7.214,5.58,6.8976,7.6209,7.7065,6.3462,0.88852,1.9386,2.4392,1.7509,1.0625,2.6196,0.56312,0.96263,0,2.0636,12.125,16.13,14.291,13.955,8.3757,13.108,12.747,15.376,10.731,14.405
3.2227,4.2286,3.2826,4.7016,4.9381,5.1746,3.7841,3.1344,3.2826,3.6074,1.419,1.419,1.6555,3.9322,0.94602,3.3111,0.38468,0.2365,0,2.9862,6.5936,6.89,5.8841,5.5878,7.0666,6.3571,5.0264,6.8301,3.8439,5.7958
1.8343,1.7981,3.6324,1.8343,1.7981,2.6971,2.6971,2.6971,0.89904,0.89904,1.8343,0.89904,2.6971,1.8343,2.7333,9.0266,2.7333,3.5962,2.6971,3.6686,5.4305,4.4952,2.7333,0.89904,1.7981,3.6324,2.6971,4.5676,3.5962,5.4305
3.7285,2.2505,2.2505,2.5335,2.423,2.5335,2.5319,4.1244,2.14,2.4783,3.0008,2.0362,1.1872,0.9595,0.283,2.0915,2.0915,0,0,2.8232,4.7288,4.7288,5.2948,4.7891,3.272,4.8393,4.4525,6.313,3.9971,3.9971
1.6217,1.6217,2.1623,1.0811,1.6217,1.6217,3.2434,1.6217,1.0811,2.1623,1.0811,1.6217,1.0811,1.0811,1.0811,0,0.54057,0.54057,0,1.0811,4.8651,2.7028,7.0274,2.1623,2.7028,5.9462,1.0811,5.4057,1.6217,3.2434
2.7056,1.6296,3.2931,2.9014,2.3634,3.3583,1.8412,2.3949,2.6088,2.1181,2.3964,0.78294,1.1427,2.5589,0.99642,1.2218,1.7617,0.63855,0.63855,2.446,2.8991,4.4343,5.0037,4.5783,2.2959,3.2255,4.0246,3.5519,3.0477,3.9773
50,25,41.618,38,49,55.618,93.618,48.618,55,41.618,0,0,5,1,0,13,0,1,0,11,66,80.236,55,36,44.618,92.618,69,89.236,56.236,68
19,16,18,19,25,23,20,16,21,23,0,1,0,5,1,4,0,0,0,4,27,37,39,28,22,33,32,42,28,36
31.833,11,1,5,1,16.917,19.917,0,4,2,0,3,5,0,0,2,35,6,23,48,2,2,2,0,62.5,33.666,58.666,2,7,32.917
19,11,9,9,14,9,14,15,15,11,0,2,1,1,0,5,0,0,0,8,18,21,26,22,20,22,26,28,21,27
9,7,10,10,15,9,9,11,15,12,1,0,1,3,0,7,0,0,0,9,21,24,19,21,24,20,24,17,24,27
11.151,11.757,10.573,13.817,14.756,11.027,3.3308,15.324,14.756,17.935,2.4546,0.45455,1,3.4546,0.45455,1,3,0,0,0.45455,31.685,37.509,23.995,22.118,16.666,18.724,22.242,22.147,20.3,25.572
9.7373,5.934,9.8033,7.868,12.673,6.8693,5.934,5.934,11.673,6.934,6,2,0,4,0,0,6.868,0,0,1.934,23.277,25.277,18.605,12.604,14.475,22.341,22.539,15.67,21.344,25.213
0,0.56856,3.2742,2.7057,2.7057,1.5686,0,6.5485,0.56856,6.5485,4.2742,3.5686,8.2742,7.8428,5,9,17.528,1,0,18.528,2.2742,5.9799,8.2542,13.234,10.823,5.4114,12.528,10.823,9.117,4.2742
2.1188,1,4.0594,4.1188,4.1782,5.1782,1.0594,5.0594,4.1782,3.1782,0,0,0,2,0,11,1,1,0,2,5.3564,5.4158,3.3564,6.4158,5.2376,6.297,5.1782,8.2376,7.1782,6.2376
3.7821,2.3373,8.1876,8.1876,5.7073,8.8503,2.4626,7.8503,6.37,8.1876,0.46257,1.8148,1.8326,2.2951,0.46257,1.8148,0,0,0.90741,1.8148,9.9874,18.928,14.113,14.095,12.077,7.6501,6.37,12.725,6.1521,10.632
8.5809,2.9162,13.078,11.246,9.5809,14.994,2.8324,11.329,10.413,15.078,3,1,0,1,0,2.9162,0,0,0,1,16.826,29.156,20.743,24.407,17.078,25.324,26.407,31.904,23.575,15.994
1,0,0,0,1,1,0,0,2,2,4,2,4,6,4,11,2,4,6,5,1,3,2,2,2,3,3,4,4,3
15.316,11.24,8.3923,10.316,13.24,6.5442,7.4682,6.5442,7.4682,8.3923,1.8481,0,1,2.924,0,1.924,0,0,0,1.8481,20.785,21.633,17.012,14.936,16.785,14.164,15.088,14.012,13.164,14.012
1,1,0,1,1,0,1,0,1,1,3,10,5,6,6,8,0,6,6,5,5,3,1,2,1,1,1,2,0,3
0,0,1,2,1,2,0,1,1,1,0,2,4,2,3,2,2,2,1,4,0,3,3,2,2,4,4,3,3,1
1.0358,0,5.0716,2.0716,2.0358,6.0716,0,2.1073,2.1073,1.0716,1,3,3,3,0,1,1,0,0,4,2,3.1073,6.1431,6.1073,2.1073,4.0716,4.0716,4.1789,4.0716,7.1431
4.4871,3.2747,4.912,5.6996,5.912,5.6996,3.6996,6.1245,7.1245,4.4871,1.2747,1.0622,1.2747,0.84978,0.84978,0.63734,1.0622,0.84978,0.21245,1.2747,6.7618,5.2747,8.9742,8.3369,8.5493,7.5493,7.5493,10.187,6.4871,5.6996
1,0,6,6,2,3,1,5,3,3,3,3,1,3,1,2,2,0,0,0,4,0,2,5,4,5,3,3,1,5
0,0,5.6883,1.8458,0,3.6972,0,1.9956,1.9956,1.8502,2,2,2,2,3,3,2,1,1,2,4.5397,1.7004,5.5429,2.8502,3,4.8458,3.8502,5.6927,0,2.8458
4.6457,14.161,0.85483,11.582,0.34193,3.7761,4.2964,0,1.1968,2.7577,0.69126,5.5227,4.8314,3.107,0.34193,3.6199,1.8954,4.3112,31.162,8.2804,15.722,8.0208,18.391,1.3751,10.935,20.253,7.3811,4.4673,7.5337,3.7687
1,0,3,3,1,2,0,2,1,1,2,2,0,1,0,4,0,1,2,2,4,2,5,1,3,6,2,6,1,5
2.2047,0.33847,5.1519,6.8553,2.7225,4.1519,0,5.5887,3.7452,8.8744,1.3613,2.3613,2.0419,2.0419,0.68065,2.0419,1.3613,0,0,3.0419,10.939,12.62,13.167,6.6533,8.9108,11.646,8.6533,10.6,7.8971,8.1519
8.6731,3.717,11.673,10.293,10.912,12.532,2.478,19.727,9.4341,11.532,1,2,3,0,0,2,0,0,0,2.239,18.966,22.346,22.205,22.585,19.488,21.346,20.585,26.063,27.161,16.629
1.7831,5.7314,0.89156,2.6747,0.89156,3.1652,3.0567,1.7831,0.89156,2.6747,1.7831,7.2409,22.048,2.6747,22.048,28.614,1.7831,30.181,20.265,4.4578,8.2409,1.7831,0,4.5662,5.4578,4.6747,1.7831,2.5472,0.89156,4.1652
1.2962,1.5923,0,2.5923,0.59231,0.88846,0.88846,3.1846,2.5923,2.5923,3.7769,1.7769,2.0731,5.6654,1.1846,3.3692,6.9615,1.1846,0.88846,5.6654,3.0731,3.1846,4.7769,6.4808,7.1846,4.1846,3.4808,2.4808,5.8885,1.8885
0,1.0636,0.53178,1.5318,0.53178,1.0636,1.5953,2.0636,0,1.5318,4,3,5.0636,4,3,6.0636,5,4,3,6.0636,3.5953,3.0636,3.0636,2.5953,2.0636,2.0636,0.53178,2.5953,1.0636,1.0636
6.3093,9.5412,1.616,2.1546,5.7706,2.6933,6.3866,1.616,6.232,5.8479,0,1,2.0773,0,0,6.3093,0,1,0,5.0773,13.235,9.5412,7.9253,6.9253,7.9253,9.4639,8.9253,7.4639,7.9253,6.9253
2,1.8289,1.6577,1.8289,1,2.8289,0.82886,1.8289,2,0,0,1.6577,2.6577,0,1.8289,4.8289,0,3.6577,1,1.6577,3,2,2.8289,1,3.8289,2,3.8289,2.8289,3,4
2.7032,3.1097,3.4065,4.1097,3.4065,4.1097,3.4065,3.4065,3.7032,3.4065,0,3.5162,2.1097,0,0,4.9227,0,1.4065,0,1.4065,8.9227,7.5162,7.5162,6.813,3.4065,5.4065,6.1097,4.813,4.4065,6.813
4.3799,1.1971,3.8301,3.5329,3.2907,2.5711,1.0849,3.4505,2.1037,1.4733,2,0.85943,1.3397,1.1699,0.16987,0.5096,3.549,0,0,6.0586,5.0214,3.5607,2.6389,3.4904,4.9518,4.6585,7.2384,5.3866,5.0343,4.5882
7.6664,8.2619,10.369,9.5134,7.8239,10.709,5.4691,7.3944,8.5138,6.3227,0.73565,1.9868,3.0101,0.85337,0.73565,4.5277,0.51554,1.2995,0.5638,4.2871,11.26,13.35,16.327,13.628,14.432,12.851,16.069,10.486,11.415,17.285
4.7838,5.3271,4.5254,4.1309,4.1309,4.5392,6.2507,4.1309,5.8949,4.8078,0.98619,0.78895,2.1834,1.3945,0.78895,3.5254,0.78895,0.39448,1.1834,4.5779,8.5452,7.4479,7.559,6.8424,8.1258,7.1507,8.7898,9.1507,8.4341,7.9147
2.4271,2.4271,1.9514,1.9514,1.9514,1.9514,3.9028,1.9514,1.4757,2.9514,0,2.9028,3.9028,2,0,5.33,0,0,0,5.3785,4.3785,1.9028,3.4271,2.9028,3.4271,4.9028,4.3785,3.9028,4.9028,3.9028
0.96847,2.5742,1.9369,2.9369,0.96847,1.9369,3.6181,0.96847,0.96847,0.96847,4.2667,4.5964,5.9577,3.9893,3.8739,6.5334,5.5964,4.9577,4.2352,6.2875,3.9054,1.9369,2.9685,1.9369,1.9369,2.9369,1.9369,3.9054,2.9054,1.9369
5.8831,2.1228,5.9532,5.307,5.6608,7.9445,1.4152,13.412,5.2456,6.0146,1,2,2,0,0,2,0,0,0,1.7076,10.26,13.836,13.968,14.474,11.775,12.906,12.474,16.029,17.658,10.713
3.0593,1.6604,3.4025,1.6428,2.9272,1.9669,1.6763,4.3414,3.4979,6.5068,2.6175,0,0.98095,2.399,0,1.4153,2.8608,0,0,2.8581,9.1201,9.4076,8.7488,8.8309,4.8461,6.8655,7.304,7.116,4.0878,6.7382
5.158,6.5838,4.6771,0.98334,5.6388,5.89,4.158,3.6771,6.6005,4.1963,1.9234,1.4425,1.9234,2.885,0.48084,2.4042,0.48084,0.48084,0,3.2298,5.3709,11.507,4.1796,6.1413,8.0647,7.3709,6.4092,11.048,9.5838,5.6388
2.2255,2.4365,1.3422,4.7809,3.1087,4.6677,1.5533,5.1087,2.5554,4.1087,2.0102,1.3401,1.3401,2.6802,0,0,1.3401,0,0,0.67006,7.1006,9.1022,9.8853,7.662,6.1087,6.3198,3.3219,7.662,3.1087,5.3219
9.6646,9.6786,12.835,11.865,9.3672,13.835,7.397,12.344,11.144,12.623,1,1.4908,0,5.4541,0,2.468,0,0,0,1,19.246,24.968,20.716,17.76,16.124,17.76,18.273,21.246,17.276,15.299
10.819,2.2835,7.3499,6.92,7.9109,3.7006,0.96225,7.9662,11.098,5.5825,0,2.2377,1.7197,0,0.85985,7.6761,1.7197,0.85985,4.8324,5.5152,9.7297,13.246,12.106,16.509,15.895,13.073,22.89,15.827,18.286,21.44
1.3511,4.5035,2.8014,2.2518,4.7021,3.2518,6.9539,5.7021,2.7021,6.0532,1,0.45035,1.3511,2.2518,0.45035,1.8014,0,0,0,6.5035,13.808,11.457,7.8546,10.855,4.9539,9.656,2.7021,7.7553,7.7553,5.1525
2.3624,0.69041,1.3808,2.0712,1.3808,1.3808,0.69041,2.0712,0.69041,0,4,3,3,2,3,7.6535,3,5.672,4,3,4.4336,2.0712,2.0712,1.3808,0.69041,3.7432,1.3808,6.796,1.3808,2.0712
0.68053,3.0416,2.3611,3.4026,1.6805,2.0416,2.7221,3.0416,0.68053,1.3611,4.3611,4.7221,3.4026,1.6805,0.68053,3.7221,4.0416,2.0416,0,7.7637,9.4858,1.6805,2.0416,1.6805,5.4026,6.0832,0,5.4026,3.0416,2.7221
2.3963,2.7926,7.9882,4.7926,6.29,8.3845,6.189,6.6864,2.7926,1.3963,0.69816,2.0945,1.3963,2.0945,1.3963,1.3963,0,0.69816,0,0.69816,7.189,4.8871,13.976,6.4908,4.7926,9.5853,4.4908,11.781,2.7926,9.5853
9.204,3.4905,13.925,15.126,6.4864,12.759,2.1754,26.192,14.302,20.892,2.2269,0,1.1135,1.6599,0,0.56701,2.8038,0,0,1.6805,26.086,27.253,28.007,18.736,15.213,25.682,18.4,19.933,18.02,20.958
3.5661,0,2.4846,2.4846,2.6746,1.7831,0,2.6746,6.9422,4.4576,3.5661,2.6746,4.4576,4.4576,0,13.373,1.7831,0,0.89153,4.4576,9.6168,8.0238,5.3492,6.9422,13.183,10.508,8.5353,6.9422,3.3761,10.508
3.2385,6.6554,3.8337,2.8337,1.8217,1.6193,5.441,5.441,2.0241,6.465,1.6193,1.4169,1.6193,0.80964,0.40482,1.012,0.60723,0.60723,0,2.2265,12.299,9.894,8.0843,6.8699,6.2626,9.2867,5.0482,6.8578,3.8458,3.441
0,0,3.5338,1,0,1,0.73741,3.9496,2.2122,3.687,4.687,1.4748,3.687,2.2122,3.9496,7.6367,3.687,2.2122,2.2122,3.687,7.1618,1.4748,6.1618,3.9496,3.2122,6.4244,0,4.5338,2.9496,1.4748
3.9227,3.8623,4.1636,5.7494,5.3031,5.1405,4.3214,4.5444,3.7905,4.5623,0.74566,0.74566,1.9635,1.7274,1.1185,2.3363,0.98175,0.74566,0,2.3363,8.0338,5.7069,6.6838,7.4735,7.472,7.1171,7.6528,10.071,5.8992,7.5027
7.0225,7.2503,5.8868,5.1374,6.0464,4.2271,5.888,6.7958,4.9083,7.4758,0.22786,0.68119,1.5902,1.1345,0.90905,2.0496,0.45452,1.1381,0.68119,2.9502,10.5,13.296,11.861,13.066,8.09,9.5936,13.522,12.91,11.932,10.501
4.8792,1.9517,10.734,9.7826,8.8068,9.7826,1.9517,9.8068,5.8551,4.8792,1.9517,0,0,2.9275,0,6.8309,1.9517,0,0,2.9275,11.734,10.734,11.734,14.638,8.8068,13.686,12.71,16.614,11.734,15.662
5.0575,1.0536,4.9004,6.0192,3.1341,6.9809,0,6.0192,1.9234,3.3562,1.9234,1.9234,2.6629,0.9617,0.73954,3.7166,2.8851,0.9617,0.9617,10.514,10.023,10.115,8.2949,7.452,7.7587,9.8391,8.452,11.763,6.3333,9.0996
4.705,4.4406,5.572,4.426,5.44,5.8349,4.3918,3.6575,5.6355,4.4391,0.56915,1.6955,2.6455,0.81856,0.56915,3.5029,0.39886,1.0053,0.4362,3.6335,6.7112,7.7153,7.6343,7.8189,8.2144,7.2658,10.028,7.4996,8.5877,9.4704
0.97169,1.166,2.5264,1.3604,2.1238,1.166,1.3604,1.749,2.9012,2.3321,1.3604,0.97169,0.58302,0.77735,1.3887,8.0528,1.749,0.38868,1.3887,4.6924,4.2615,2.9151,2.9151,4.2754,4.6641,3.8868,7.5653,3.3038,3.4842,4.2615
6.6596,4.4398,10.359,9.6195,5.9197,13.319,3.6998,13.319,8.1396,8.8795,3.6998,2.9598,2.9598,3.6998,0,3.6998,0,0,0,0,23.679,16.279,14.799,17.019,14.059,25.159,14.799,22.939,11.099,12.579
1.214,1.821,1.821,1.821,0,1.214,3.0351,2.428,1.214,1.821,1.821,2.428,3.0351,0,2.428,3.0351,0.60701,1.214,2.428,0.60701,1.214,3.6421,2.428,2.428,0.60701,2.428,1.821,3.6421,2.428,1.821
2.0189,0,3.1359,5.169,1.568,3.5869,1.2349,4.3779,0.78399,0.78399,2.352,3.9341,3.9341,3.9341,2.359,3.143,1.568,2.359,0,3.143,1.2349,1.568,2.0189,1.2349,1.2349,3.5939,0.45093,2.8029,1.568,1.2349
2.3404,1.5602,3.6406,3.3805,2.0803,4.6807,1.3002,4.6807,2.8604,3.1205,1.3002,1.0402,1.0402,1.3002,0,1.3002,0,0,0,0,8.3213,5.7209,5.2008,5.9809,4.9408,8.8414,5.2008,8.0613,3.9006,4.4207
